StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
84527,FLAMES SUNGLASSES PINK LENSES,95.1,52,2011-01-21 17:14:00,2011-11-25 11:20:00,8,8,1.8288461538461538,15,8,0
84531A,PINK KNITTED EGG COSY,76.69,147,2010-12-05 16:24:00,2011-04-18 13:49:00,18,29,0.5217006802721088,235,18,1
84531B,BLUE KNITTED EGG COSY,85.61,155,2010-12-05 16:24:00,2011-04-18 13:49:00,20,28,0.5523225806451613,235,20,1
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,53,2010-12-01 14:32:00,2011-01-20 12:16:00,7,10,0.9569811320754716,324,7,1
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,3.32,2,2010-12-03 11:28:00,2010-12-21 15:23:00,2,2,1.66,353,2,1
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,399,2011-03-10 15:52:00,2011-05-08 13:32:00,16,21,0.4675689223057644,215,16,1
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,850.2,1332,2010-12-01 14:32:00,2011-12-08 09:28:00,117,155,0.6382882882882883,2,117,0
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1409.8999999999999,3138,2010-12-01 14:32:00,2011-12-08 15:03:00,202,341,0.44929891650732945,1,202,2
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,888.14,2102,2010-12-01 14:32:00,2011-12-06 16:26:00,127,178,0.42252140818268313,3,127,0
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,11.060000000000002,14,2011-02-08 12:13:00,2011-11-20 13:58:00,4,4,0.7900000000000001,19,4,0
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,4.050000000000001,5,2010-12-09 16:26:00,2010-12-09 16:26:00,1,1,0.8100000000000002,365,1,1
84539,KNITTED RABBIT DOLL ,42.9,26,2010-12-03 12:01:00,2011-07-10 12:03:00,2,2,1.65,153,2,1
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22,2011-03-24 13:16:00,2011-07-08 16:26:00,4,4,1.65,154,4,1
84549,CROCHET WHITE RABBIT KEYRING ,69.38,38,2011-03-31 16:43:00,2011-11-08 18:41:00,7,7,1.8257894736842104,31,7,0
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,2011-11-25 14:02:00,2011-11-25 14:02:00,1,1,1.65,14,1,0
84551,CROCHET DOG KEYRING,21.449999999999996,13,2011-06-14 13:15:00,2011-10-06 15:58:00,2,2,1.6499999999999997,64,2,0
84558A,3D DOG PICTURE PLAYING CARDS,987.4100000000001,333,2010-12-01 12:31:00,2011-12-05 11:49:00,68,81,2.9651951951951956,5,68,0
84558a,3D DOG PICTURE PLAYING CARDS,29.310000000000002,5,2010-12-07 15:34:00,2011-12-09 10:26:00,5,5,5.862,1,5,0
84559A,3D SHEET OF DOG STICKERS,375.60999999999996,397,2010-12-01 17:06:00,2011-12-09 10:03:00,78,94,0.9461209068010075,1,78,0
84559B,3D SHEET OF CAT STICKERS,217.29,237,2010-12-01 17:06:00,2011-11-02 13:50:00,43,55,0.9168354430379746,37,43,0
84559a,3D SHEET OF DOG STICKERS,48.379999999999995,29,2010-12-03 11:28:00,2011-06-27 09:12:00,16,22,1.6682758620689653,166,16,1
84559b,3D SHEET OF CAT STICKERS,38.33,23,2010-12-07 15:33:00,2011-09-20 14:46:00,16,20,1.6665217391304348,80,16,0
84562A,PINK/WHITE RIBBED MELAMINE JUG,23.85,3,2010-12-03 15:19:00,2011-02-20 13:18:00,3,3,7.95,292,3,1
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,2010-12-01 12:49:00,2011-05-17 10:57:00,29,35,3.8525000000000005,207,29,1
84563B,BLUE & WHITE BREAKFAST TRAY,346.3,94,2010-12-05 13:55:00,2011-06-19 12:23:00,31,38,3.6840425531914893,174,31,1
84568,GIRLS ALPHABET IRON ON PATCHES ,2678.33,12442,2010-12-06 09:58:00,2011-12-09 10:03:00,106,147,0.21526523067031023,1,106,2
84569A,PACK 3 IRON ON DOG PATCHES,355.84,294,2010-12-06 12:44:00,2011-12-05 17:28:00,52,65,1.2103401360544217,4,52,0
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,2010-12-01 13:04:00,2011-03-22 09:30:00,18,19,1.3929411764705883,263,18,1
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,2011-03-25 13:54:00,2011-03-25 13:54:00,1,1,1.25,259,1,1
84569D,PACK 6 HEART/ICE-CREAM PATCHES,560.62,467,2010-12-05 12:43:00,2011-12-09 10:03:00,73,98,1.2004710920770878,1,73,0
84575A,PINK DOG CANNISTER,39.3,14,2010-12-13 15:16:00,2011-04-19 14:49:00,4,4,2.807142857142857,234,4,1
84576,BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,2011-04-04 16:01:00,2011-07-20 10:08:00,15,17,2.247272727272727,143,15,1
84580,MOUSE TOY WITH PINK T-SHIRT,1482.43,389,2010-12-01 14:32:00,2011-12-08 09:28:00,113,165,3.8108740359897175,2,113,0
84581,DOG TOY WITH PINK CROCHET SKIRT,709.71,187,2010-12-01 14:32:00,2011-12-04 15:35:00,75,90,3.79524064171123,5,75,0
84584,PINK GINGHAM CAT WITH SCARF,314.51,144,2010-12-13 11:21:00,2011-07-10 13:46:00,26,30,2.1840972222222224,152,26,1
84592,CROCHET ROSE PURSE WITH SUEDE BACK,241.24000000000004,76,2011-01-20 10:47:00,2011-11-30 14:41:00,22,22,3.17421052631579,9,22,0
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,2011-03-07 17:30:00,2011-03-07 17:30:00,1,1,2.95,277,1,1
84595E,LARGE TORTILLA DESIGN RED BOWL,154.67999999999998,78,2010-12-10 11:33:00,2011-08-02 16:11:00,22,22,1.9830769230769227,129,22,1
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2547.42,5023,2010-12-06 12:23:00,2011-12-09 10:03:00,232,522,0.50715110491738,1,232,2
84596E,SMALL LICORICE DES PINK BOWL,411.68,564,2010-12-01 12:43:00,2011-04-01 11:46:00,46,79,0.7299290780141844,253,46,1
84596F,SMALL MARSHMALLOWS PINK BOWL,1943.62,3732,2010-12-05 15:15:00,2011-12-09 10:03:00,224,435,0.5207984994640943,1,224,2
84596G,SMALL CHOCOLATES PINK BOWL,949.0799999999999,1855,2010-12-05 12:13:00,2011-12-08 15:31:00,165,245,0.5116334231805929,1,165,0
84596J,MIXED NUTS LIGHT GREEN BOWL,296.45,568,2010-12-01 17:06:00,2011-05-23 09:43:00,55,68,0.521919014084507,201,55,1
84596L,BISCUITS SMALL BOWL LIGHT BLUE,629.38,1254,2010-12-05 15:15:00,2011-09-18 12:21:00,109,172,0.5018979266347687,83,109,0
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,17.57,7,2010-12-07 15:34:00,2010-12-21 15:20:00,2,5,2.5100000000000002,353,2,1
84596e,SMALL LICORICE DES PINK BOWL,25.099999999999998,10,2010-12-03 11:28:00,2010-12-14 15:56:00,4,6,2.51,360,4,1
84596f,SMALL MARSHMALLOWS PINK BOWL,39.36,16,2011-02-17 10:31:00,2011-12-05 11:48:00,10,12,2.46,5,10,0
84596g,SMALL CHOCOLATES PINK BOWL,7.38,3,2011-02-17 10:34:00,2011-02-17 10:34:00,1,1,2.46,296,1,1
84596l,BISCUITS SMALL BOWL LIGHT BLUE,2.46,1,2011-05-26 10:44:00,2011-05-26 10:44:00,1,1,2.46,198,1,1
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,2010-12-14 13:35:00,2011-06-19 11:10:00,5,5,1.25,174,5,1
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,2010-12-05 15:12:00,2011-06-02 19:50:00,13,13,1.25,190,13,1
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,2010-12-01 14:32:00,2011-12-09 10:03:00,84,99,0.2764759493670886,1,84,0
84600,NEW BAROQUE JEWELLERY BOX ,446.89,53,2010-12-17 14:49:00,2011-12-08 19:24:00,24,25,8.43188679245283,1,24,0
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,2010-12-01 17:06:00,2011-12-05 16:05:00,19,20,8.285913978494625,4,19,0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,2010-12-16 12:42:00,2011-02-02 17:06:00,3,3,4.65,310,3,1
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,2010-12-08 12:35:00,2010-12-08 12:35:00,1,1,4.65,367,1,1
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,2010-12-03 15:45:00,2010-12-03 15:45:00,1,1,5.95,371,1,1
84616,SILVER ROCCOCO CHANDELIER,504.32,14,2010-12-14 14:54:00,2011-11-22 08:26:00,8,9,36.02285714285714,18,8,0
84617,NEW BAROQUE BLACK BOXES,38.25,3,2011-01-09 15:13:00,2011-11-14 15:41:00,3,3,12.75,25,3,0
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,2010-12-15 14:12:00,2010-12-15 14:12:00,1,1,5.95,359,1,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,2010-12-01 11:21:00,2011-12-07 15:52:00,38,42,1.2666945606694562,2,38,0
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,2010-12-01 11:21:00,2011-10-03 16:04:00,30,35,1.1946770601336303,67,30,0
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,2011-05-01 13:45:00,2011-07-26 12:00:00,9,10,7.5,137,9,1
84631,FRUIT TREE AND BIRDS WALL PLAQUE,340.58,40,2010-12-10 13:06:00,2011-06-30 15:56:00,20,24,8.5145,162,20,1
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,2011-01-25 09:01:00,2011-07-21 18:08:00,5,5,59.95000000000001,141,5,1
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,2010-12-06 10:08:00,2011-09-23 14:49:00,67,83,5.341293103448276,77,67,0
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,2010-12-10 11:19:00,2011-10-20 12:43:00,30,37,6.63,51,30,0
84658,WHITE STITCHED CUSHION COVER,412.23,57,2010-12-01 17:06:00,2011-12-06 13:20:00,21,22,7.232105263157895,3,21,0
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,2010-12-01 17:06:00,2011-11-21 10:35:00,58,89,2.41525,19,58,0
84660A,WHITE STITCHED WALL CLOCK,783.45,843,2010-12-14 12:59:00,2011-10-03 16:46:00,39,42,0.9293594306049823,67,39,0
84660B,BLACK STITCHED WALL CLOCK,733.28,707,2010-12-12 13:56:00,2011-09-01 14:26:00,36,40,1.037171145685997,99,36,0
84660C,PINK STITCHED WALL CLOCK,693.32,661,2010-12-03 11:36:00,2011-09-08 11:56:00,39,45,1.0488956127080182,93,39,0
84660a,WHITE STITCHED WALL CLOCK,29.84,4,2011-06-02 11:02:00,2011-06-21 16:36:00,2,2,7.46,171,2,1
84660b,BLACK STITCHED WALL CLOCK,15.08,2,2010-12-09 16:31:00,2011-09-07 12:44:00,2,2,7.54,94,2,0
84660c,PINK STITCHED WALL CLOCK,134.92,18,2010-12-07 15:33:00,2011-08-11 10:14:00,15,16,7.495555555555555,121,15,1
84661A,WHITE SQUARE TABLE CLOCK,167.79,104,2011-01-06 14:27:00,2011-12-08 09:28:00,17,20,1.6133653846153846,2,17,0
84661B,BLACK SQUARE TABLE CLOCK,300.24,115,2010-12-03 11:36:00,2011-12-08 09:28:00,25,29,2.610782608695652,2,25,0
84661C,PINK SQUARE TABLE CLOCK,104.84,71,2011-01-10 09:43:00,2011-12-06 13:45:00,12,14,1.4766197183098593,3,12,0
84661a,WHITE SQUARE TABLE CLOCK,4.96,1,2011-05-17 15:37:00,2011-05-17 15:37:00,1,1,4.96,206,1,1
84661b,BLACK SQUARE TABLE CLOCK,4.96,1,2011-10-17 09:55:00,2011-10-17 09:55:00,1,1,4.96,54,1,0
84663A,GRASS HOPPER WOODEN WALL CLOCK ,374.12,272,2010-12-01 17:06:00,2011-11-20 14:04:00,32,34,1.3754411764705883,19,32,0
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,2010-12-07 09:21:00,2011-11-08 13:22:00,17,17,5.95,31,17,0
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,2010-12-14 15:13:00,2011-04-19 14:49:00,4,4,3.9500000000000006,234,4,1
84673A,PINK FLY SWAT,63.720000000000006,92,2010-12-14 16:23:00,2011-11-24 15:02:00,35,43,0.692608695652174,15,35,0
84673B,BLUE FLY SWAT,156.63,179,2010-12-03 11:36:00,2011-12-05 17:17:00,59,66,0.8750279329608939,4,59,0
84674,FLYING PIG WATERING CAN,466.95000000000005,193,2010-12-02 10:39:00,2011-12-05 17:36:00,44,47,2.419430051813472,4,44,0
84675,FROG KING WATERING CAN,26.55,9,2011-01-16 16:25:00,2011-01-17 13:23:00,2,2,2.95,326,2,1
84678,CLASSICAL ROSE SMALL VASE,247.04,142,2010-12-01 12:12:00,2011-03-23 10:15:00,13,13,1.7397183098591549,262,13,1
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2011-06-21 11:47:00,2011-12-06 11:28:00,2,2,9.283333333333333,4,2,0
84683,CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,2010-12-02 14:26:00,2011-05-03 13:52:00,10,12,0.8360824742268043,220,10,1
84685,BEACH HUT KEY CABINET,177.33,34,2010-12-01 14:41:00,2011-05-22 11:34:00,20,21,5.215588235294118,202,20,1
84686,BEACH HUT MIRROR,66.39,49,2011-04-04 12:55:00,2011-07-10 16:18:00,8,8,1.3548979591836734,152,8,1
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,2011-02-23 15:58:00,2011-11-13 16:24:00,26,31,6.227530864197531,26,26,0
84688,BEACH HUT DESIGN BLACKBOARD,203.07,41,2010-12-10 14:59:00,2011-05-12 16:52:00,12,15,4.952926829268293,211,12,1
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,2011-04-12 12:16:00,2011-05-04 12:29:00,2,2,3.3166666666666664,220,2,1
84691,PACK 20 DOLLY PEGS,174.5,242,2011-02-21 10:41:00,2011-05-31 09:38:00,4,4,0.7210743801652892,193,4,1
84692,BOX OF 24 COCKTAIL PARASOLS,4327.38,7903,2010-12-01 13:24:00,2011-12-09 12:31:00,259,583,0.5475616854359104,1,259,2
84705C,PINK FLOCK PHOTO FRAME ,15.0,12,2011-05-03 13:52:00,2011-05-03 13:52:00,1,1,1.25,220,1,1
84706D,CHERRY BLOSSOM TABLE CLOCK ,29.599999999999998,8,2010-12-08 15:59:00,2011-05-22 11:29:00,4,4,3.6999999999999997,202,4,1
84706F,RED PEONY TABLE CLOCK,47.2,16,2011-07-10 11:19:00,2011-11-27 13:00:00,10,10,2.95,12,10,0
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,2010-12-06 16:58:00,2011-12-08 15:31:00,38,45,7.31821052631579,1,38,0
84707B,PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,2010-12-05 16:41:00,2011-12-08 15:54:00,17,18,6.192647058823529,1,17,0
84708B,PINK JEWELLED PHOTO FRAME ,326.35,62,2011-02-02 12:26:00,2011-12-07 13:12:00,19,19,5.263709677419355,2,19,0
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,2010-12-01 11:21:00,2011-06-26 13:45:00,11,11,5.95,166,11,1
84711A,SILVER OVAL SHAPE TRINKET BOX,221.79999999999998,25,2010-12-06 12:06:00,2011-12-04 12:29:00,16,17,8.872,6,16,0
84711B,PINK OVAL SHAPE TRINKET BOX,186.64,20,2010-12-13 16:46:00,2011-12-07 13:12:00,13,13,9.331999999999999,2,13,0
84712B,PINK JEWELLED PHOTO FRAME,231.56,30,2010-12-06 09:58:00,2011-11-30 17:37:00,20,20,7.718666666666667,9,20,0
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,2011-01-30 14:05:00,2011-04-13 13:47:00,3,3,2.95,240,3,1
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,2011-02-02 14:37:00,2011-08-08 14:37:00,6,6,2.3890243902439026,123,6,1
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,2010-12-07 12:29:00,2011-09-22 17:19:00,17,18,0.9670731707317073,78,17,0
84731,3 BIRDS CANVAS SCREEN,2.04,2,2011-04-15 16:11:00,2011-07-31 15:00:00,2,2,1.02,131,2,1
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,2011-07-20 13:06:00,2011-08-18 20:05:00,2,2,0.39,113,2,1
84732D,CUTE RABBIT CEATURE SCREEN ,4.29,11,2011-07-20 13:06:00,2011-08-18 20:05:00,2,2,0.39,113,2,1
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,2011-01-07 14:31:00,2011-04-27 14:01:00,13,14,1.95,226,13,1
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,2011-03-31 13:14:00,2011-03-31 13:14:00,1,1,1.25,253,1,1
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,2010-12-01 11:21:00,2011-11-15 17:26:00,18,20,1.272909090909091,24,18,0
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,2011-01-13 13:36:00,2011-04-27 12:08:00,5,5,0.42,227,5,1
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,2011-01-13 13:36:00,2011-04-27 12:08:00,5,5,0.42,227,5,1
84746,PINK EASTER HENS+FLOWER,38.31,14,2011-06-29 15:58:00,2011-07-20 16:12:00,9,9,2.7364285714285717,142,9,1
84748,FOLK FELT HANGING MULTICOL GARLAND,570.86,204,2010-12-10 09:51:00,2011-11-29 16:33:00,41,61,2.7983333333333333,10,41,0
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,2011-03-20 10:13:00,2011-03-20 10:13:00,1,1,1.95,265,1,1
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,2010-12-16 13:21:00,2011-04-19 14:49:00,12,12,0.9014754098360656,234,12,1
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,2010-12-15 13:24:00,2011-04-08 10:20:00,7,8,2.1829411764705884,246,7,1
84754,S/15 SILVER GLASS BAUBLES IN BAG,725.52,558,2010-12-01 12:15:00,2011-09-23 13:11:00,42,62,1.300215053763441,77,42,0
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10487.050000000001,16401,2010-12-01 09:53:00,2011-12-09 10:03:00,248,621,0.6394152795561246,1,248,2
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,2010-12-01 15:37:00,2011-05-12 20:13:00,8,8,1.45,211,8,1
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,2010-12-02 13:11:00,2011-05-27 14:01:00,48,57,1.2451580698835274,196,48,1
84766,SILVER ROCOCO CANDLE STICK,340.7,146,2010-12-13 15:46:00,2011-11-03 19:28:00,12,14,2.3335616438356164,36,12,0
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,2010-12-05 14:25:00,2010-12-05 14:25:00,1,1,2.9500000000000006,369,1,1
84789,ENCHANTED BIRD PLANT CAGE,640.72,186,2010-12-06 09:58:00,2011-07-21 14:52:00,40,48,3.444731182795699,141,40,1
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3974.32,833,2010-12-02 10:09:00,2011-12-08 14:38:00,165,241,4.77109243697479,1,165,0
84795B,SUNSET CHECK HAMMOCK,1390.64,176,2010-12-05 16:41:00,2011-11-08 09:07:00,44,48,7.901363636363637,32,44,0
84795C,OCEAN STRIPE HAMMOCK ,15.9,2,2011-01-31 15:27:00,2011-01-31 15:27:00,1,1,7.95,312,1,1
84795b,SUNSET CHECK HAMMOCK,266.78,16,2010-12-21 15:19:00,2011-11-30 14:11:00,11,14,16.67375,9,11,0
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,568.13,61,2011-02-21 18:10:00,2011-12-02 14:26:00,37,43,9.31360655737705,7,37,0
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,2011-01-17 17:48:00,2011-11-08 09:29:00,84,124,9.349960937499999,32,84,0
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,141.10999999999999,17,2010-12-14 15:52:00,2011-08-24 09:36:00,12,12,8.300588235294116,108,12,0
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,2011-03-01 12:46:00,2011-09-28 15:18:00,4,4,2.55,72,4,0
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.049999999999997,11,2011-02-14 12:11:00,2011-03-22 13:54:00,3,3,2.55,262,3,1
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,2010-12-10 13:06:00,2011-04-14 10:42:00,10,10,0.7164285714285714,240,10,1
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,2010-12-19 14:03:00,2011-06-03 17:07:00,22,22,1.776,189,22,1
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,2010-12-19 14:03:00,2011-08-28 12:06:00,11,11,1.3725196850393702,104,11,0
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07000000000001,107,2011-01-20 12:04:00,2011-09-11 14:09:00,9,9,1.1221495327102804,89,9,0
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,2011-01-20 09:25:00,2011-11-23 11:47:00,5,5,2.1,17,5,0
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,2011-02-01 12:25:00,2011-04-06 14:23:00,3,3,2.1,247,3,1
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,2010-12-19 14:03:00,2010-12-19 14:03:00,1,1,1.69,355,1,1
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,2011-03-01 12:46:00,2011-03-01 12:46:00,1,1,1.69,284,1,1
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,2011-02-14 12:11:00,2011-02-14 12:11:00,1,1,1.6900000000000002,299,1,1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.73,17,2011-03-01 12:46:00,2011-08-10 13:41:00,3,4,1.69,121,3,1
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,2010-12-19 14:03:00,2011-12-06 11:28:00,8,8,2.579714285714286,4,8,0
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,2011-05-19 09:38:00,2011-12-07 15:16:00,6,6,1.902727272727273,2,6,0
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,2011-02-01 12:25:00,2011-12-06 11:28:00,4,4,1.875,4,4,0
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,2011-09-16 14:04:00,2011-12-07 15:16:00,3,3,1.381578947368421,2,3,0
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,2010-12-19 14:03:00,2011-12-07 15:16:00,9,11,0.7072262773722626,2,9,0
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,2011-01-17 14:40:00,2011-12-06 11:28:00,20,20,1.336233766233766,4,20,0
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.50000000000001,55,2010-12-05 16:24:00,2011-06-01 17:18:00,7,8,2.1,191,7,1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18,2011-02-25 10:53:00,2011-02-25 10:53:00,1,1,2.1,288,1,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,2010-12-06 09:58:00,2011-12-06 15:10:00,29,38,8.396325301204818,3,29,0
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,2010-12-13 10:24:00,2011-08-19 15:18:00,10,10,39.95,112,10,0
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,2010-12-14 10:43:00,2011-12-08 15:54:00,46,55,0.7472555205047319,1,46,0
84818,DANISH ROSE PHOTO FRAME,1460.81,1423,2010-12-09 14:55:00,2011-10-30 16:15:00,79,99,1.0265706254392128,40,79,0
84819,DANISH ROSE ROUND SEWING BOX,951.79,811,2010-12-05 10:52:00,2011-12-09 09:07:00,41,62,1.173600493218249,1,41,0
84820,DANISH ROSE TRINKET TRAYS,483.05,259,2010-12-10 11:19:00,2011-12-08 15:54:00,27,31,1.8650579150579152,1,27,0
84821,DANISH ROSE DELUXE COASTER,407.15,935,2010-12-10 11:19:00,2011-12-08 15:54:00,35,40,0.4354545454545454,1,35,0
84823,DANISH ROSE FOLDING CHAIR,890.4000000000001,112,2010-12-13 15:44:00,2011-02-07 13:15:00,12,25,7.950000000000001,305,12,1
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2011-06-09 16:16:00,2011-11-20 15:35:00,2,2,15.95,19,2,0
84826,ASSTD DESIGN 3D PAPER STICKERS,389.38,1162,2010-12-02 10:27:00,2011-12-07 13:35:00,24,31,0.3350946643717728,2,24,0
84827,ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,2010-12-05 11:10:00,2011-12-05 12:30:00,11,14,0.3007662082514735,5,11,0
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1536.3600000000001,1099,2010-12-01 17:06:00,2011-12-09 10:03:00,124,182,1.3979617834394906,1,124,0
84832,ZINC WILLIE WINKIE  CANDLE STICK,2712.7,2933,2010-12-01 09:41:00,2011-12-09 12:31:00,164,268,0.9248891919536311,1,164,0
84836,ZINC METAL HEART DECORATION,7418.07,5937,2010-12-01 12:15:00,2011-12-08 14:38:00,251,535,1.2494643759474482,1,251,2
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,2010-12-06 16:57:00,2011-03-25 12:21:00,6,6,12.74,260,6,1
84842,HELLO SAILOR BATHROOM SET,52.5,14,2011-03-14 11:44:00,2011-11-27 11:57:00,9,9,3.75,13,9,0
84843,WHITE SOAP RACK WITH 2 BOTTLES,969.8000000000001,172,2010-12-09 16:08:00,2011-12-07 17:05:00,45,48,5.638372093023256,2,45,0
84846A,SCENTED CANDLE IN DIGITALIS TIN,126.04000000000002,56,2010-12-02 12:18:00,2011-10-10 14:37:00,13,13,2.250714285714286,60,13,0
84847,FLORAL BATHROOM SET,75.0,20,2011-01-27 15:36:00,2011-08-01 17:37:00,11,11,3.75,130,11,1
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,2010-12-03 14:04:00,2011-11-24 15:05:00,48,53,1.9130000000000003,15,48,0
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,2010-12-01 12:22:00,2011-07-20 12:58:00,55,76,1.8001127819548872,142,55,1
84849D,HOT BATHS SOAP HOLDER,859.0,494,2010-12-03 14:30:00,2011-12-01 19:42:00,93,114,1.7388663967611335,8,93,0
84854,GIRLY PINK TOOL SET,24.75,5,2010-12-01 09:41:00,2010-12-01 09:41:00,1,1,4.95,374,1,1
84856L,LARGE TAHITI BEACH BAG,17.82,2,2010-12-01 17:06:00,2011-03-18 11:22:00,2,2,8.91,267,2,1
84856S,SMALL TAHITI BEACH BAG,18.6,4,2011-03-30 12:04:00,2011-03-30 12:04:00,1,1,4.65,255,1,1
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,2011-07-21 16:10:00,2011-07-21 16:10:00,1,1,1.95,141,1,1
84857C,PINK MONTE CARLO HANDBAG,232.32999999999998,98,2010-12-17 14:49:00,2011-07-04 15:46:00,10,10,2.3707142857142856,158,10,1
84858C,PINK RIVIERA HANDBAG,261.68,186,2011-02-22 16:28:00,2011-04-13 11:48:00,6,6,1.4068817204301076,241,6,1
84859A,SILVER DISCO HANDBAG,272.99,129,2010-12-16 19:19:00,2011-12-08 16:30:00,34,35,2.116201550387597,1,34,0
